kingdom,phylum,class,order,family,genus,scientific_name
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama
Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens
Animalia,Arthropoda,Arachnida, Araneae,Theridiidae,Steatoda,Steatoda grossa
Animalia,Chordata,Actinopterygii,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes zerda
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela furo
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera Physalus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pekania,Pekania pennanti
Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus viverrinus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,Lepisosteus platyrhincus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor couguar
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Pteromyini,Pteromyini
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta,Cryptoprocta ferox
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Pelecaniformes,Fregatidae,Fregata,Fregata
Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,Chlamydosaurus kingii
Animalia,Chordata,Chondrichthyes,Hexanchiformes,Chlamydoselachidae,Chlamydoselachus,Chlamydoselachus anguineus
Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalinae
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus Mendiculus
Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,Chelonoidis nigra
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,Genetta genetta
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis papua
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus Geoffroyi
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Gavialis,Gavialis gangeticus
Animalia,Mollusca,Gastropoda,Achatinoidea,Achatinidae,Achatina,Achatina fulica
Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Priodontes,Priodontes maximus
Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna gigas
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia, Carnivora, Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,Hylobatidae
Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,Heloderma suspectum
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis
Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,Ophisaurus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,Leontopithecus rosalia
Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto aurantia
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,Oriolus oriolus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon jubatus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Amphibia,Anura,Conrauidae,Conraua,Conraua goliath
Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,Geomys bursarius
Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus polyphemus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura gouldiae
Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus
Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla versicolor
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus crinitus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,Carcharodon carcharias
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis carolinensis
Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops orientalis
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates clamitans
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Somniosus,Somniosus microcephalus
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus Amblyrhynchos
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus Grypus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus Arctos Horriblis
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetraoninae,Tetraoninae
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Melanogrammus, Melanogrammus aeglefinus
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina
Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Ariopsis,Ariopsis felis
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,Pagophilus groenlandicus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,Harpia harpyja
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus Hawaiiensis
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dynastes,Dynastes hercules
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos Taurus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus
Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus cinereus
Animalia,Chordata,Mammalia,mam,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ectophylla,Ectophylla alba
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,Mellivora Capensis
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus francisci
Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Ceratophrys,Ceratophrys Ornata
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo Sapiens Sapiens
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus humboldti
Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus,Dosidicus gigas
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta Crocuta
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Cnidaria,Hydrozoa,Anthoathecata,Oceaniidae,Turritopsis,Turritopsis dohrnii
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros Melampus
Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles,Eacles imperialis
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus indicus
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,Ratufa indica
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Funambulus Palmarum
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Unicornis
Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,Geochelone elegans
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Corbetti
Animalia,Chordata,Mammalia,Primates,Indriidae,Indri,Indri indri
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,Campephilus principalis
Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana Brisson,Jacanidae
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Aureus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca
Animalia,Chordata,Mammalia,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fuscata
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus lis
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Sondaicus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Trichonephila,Trichonephila clavata
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Psittaciformes,Nestoridae,Strigops,Strigops habroptilus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus Hircus
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,Orcinus orca
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus
Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah
Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Lopholithodes Mandtii
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes patagonicus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,"Cyprinus rubrofuscus ""koi"""
Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus komodoensis
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus Strepsiceros
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus Lemmus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis
Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,Eublepharis macularius
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Hydrurga,Hydrurga Leptonyx
Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,Stigmochelys pardalis
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo × Panthera tigris
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,Pterois volitans
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula Minor
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama Glama
Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,Casuarius
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,Lepisosteus osseus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Felis lynx
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes Chrysolophus
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Arini,Arini
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus occidentalis
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus
Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica Pica
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,Viverra tangalunga
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Jacksoni
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physaliidae,Physalia,Physalia physalis
Animalia,Hemichordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,Mandrillus Sphinx
Animalia,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,Chyrsocyon brachyurus
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,Leptoptilos crumenifer
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,Amblyrhynchus cristatus
Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo Marinus
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra falconeri
Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,Pelophylax ridibundus
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paguma,Paguma larvata
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Suricata,Suricata suricatta
Animalia,Chordata,Chondrichthyes,Lamniformes,Megachasmidae,Megachasma,Megachasma pelagios
Animalia,Chordata,Actinopterygii,Siluriformes,Pangasiidae,Pangasianodon,Pangasianodon gigas
Animalia,Chordata,Reptilia,Squamata,Anguidae,Abronia,Abronia graminea
Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida brasiliensis
Animalia,Chordata,Reptilia,Squamata,Bipedidae,Bipes,Bipes biporus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Actinopterygii,Gonorhynchiformes,Chanidae,Chanos,Chanos chanos
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela or Neovison,Mustela lutreola or Neovison vison
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,Ictinia mississippiensis
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Helogale Parvula
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus,Eleutherodactylus iberia
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,Sialia currucoides
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla Berengei Berengei
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Felis Concolor
Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,Zenaida macroura
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Amphibia,Urodela,Proteidae,Necturus,Necturus maculosus
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus mulus
Animalia,Chordata,Mammalia,Artiodactyla,Artiodactyla,Ovibos,Ovibos moschatus
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus
Animalia,Chordata,Mammalia,Rodentia,Heterocephalidae,Heterocephalus,Heterocephalus glaber
Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,Monodon monoceros
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo Sapiens Neanderthalensis
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis Catus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Artiodactyla,Calvo,Capra,Capra aegagrus hircus
Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,Crocodylus niloticus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus
Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,Elgaria coerulea
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis
Animalia,Chordata,Mammalia,Carnivora,Pinnipedia,Callorhinus,Callorhinus ursinus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus
Animalia,Chordata,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,Myrmecobius Fasciatus
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,Ginglymostoma cirratum
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,Okapia johnstoni
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,Proteus anguinus
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis Virginiana
